Feature_name_A	Position
YDR111C	2499
YDR112W	2500
intergenic*YDR112W_YDR113C	2501
YDR113C	2502
intergenic*YDR113C_YDR114C	2503
YDR114C	2504
YDR115W	2505
intergenic*YDR115W_YDR116C	2506
YDR116C	2507
intergenic*YDR116C_YDR117C	2508
YDR117C	2509
intergenic*YDR117C_YDR118W	2510
YDR118W	2511
YDR118W-A	2512
intergenic*YDR118W-A_YDR119W	2513
YDR119W	2514
intergenic*YDR119W_YDR119W-A	2515
YDR119W-A	2516
intergenic*YDR119W-A_YDR120C	2517
YDR120C	2518
intergenic*YDR120C_YDR121W	2519
YDR121W	2520
intergenic*YDR121W_YDR122W	2521
YDR122W	2522
intergenic*YDR122W_YDR123C	2523
YDR123C	2524
intergenic*YDR123C_YDR124W	2525
YDR124W	2526
intergenic*YDR124W_YDR125C	2527
YDR125C	2528
intergenic*YDR125C_ARS422	2529
ARS422	2530
intergenic*ARS422_YDR126W	2531
YDR126W	2532
intergenic*YDR126W_YDR127W	2533
YDR127W	2534
intergenic*YDR127W_YDR128W	2535
YDR128W	2536
intergenic*YDR128W_YDR129C	2537
YDR129C	2538
intergenic*YDR129C_YDR130C	2539
YDR130C	2540
intergenic*YDR130C_YDR131C	2541
YDR131C	2542
intergenic*YDR131C_YDR132C	2543
YDR132C	2544
intergenic*YDR132C_YDR133C	2545
YDR133C	2546
intergenic*YDR133C_YDR135C	2547
YDR135C	2548
intergenic*YDR135C_YDR136C	2549
YDR136C	2550
YDR137W	2551
intergenic*YDR137W_YDR138W	2552
YDR138W	2553
intergenic*YDR138W_YDR139C	2554
YDR139C	2555
intergenic*YDR139C_YDR140W	2556
YDR140W	2557
intergenic*YDR140W_YDR141C	2558
YDR141C	2559
intergenic*YDR141C_YDR142C	2560
YDR142C	2561
intergenic*YDR142C_YDR143C	2562
YDR143C	2563
intergenic*YDR143C_YDR144C	2564
YDR144C	2565
intergenic*YDR144C_YDR145W	2566
YDR145W	2567
intergenic*YDR145W_ARS451	2568
ARS451	2569
YDR146C	2570
intergenic*YDR146C_YDR147W	2571
YDR147W	2572
intergenic*YDR147W_ARS423	2573
ARS423	2574
intergenic*ARS423_YDR148C	2575
YDR148C	2576
intergenic*YDR148C_YDR149C	2577
YDR149C	2578
YDR150W	2579
intergenic*YDR150W_YDR151C	2580
YDR151C	2581
intergenic*YDR151C_YDR152W	2582
YDR152W	2583
intergenic*YDR152W_YDR153C	2584
YDR153C	2585
intergenic*YDR153C_YDR154C	2586
YDR154C	2587
YDR155C	2588
intergenic*YDR155C_YDR156W	2589
YDR156W	2590
YDR157W	2591
intergenic*YDR157W_YDR158W	2592
YDR158W	2593
intergenic*YDR158W_YDR159W	2594
YDR159W	2595
intergenic*YDR159W_YDR160W	2596
YDR160W	2597
intergenic*YDR160W_YDR161W	2598
YDR161W	2599
intergenic*YDR161W_YDR162C	2600
YDR162C	2601
intergenic*YDR162C_YDR163W	2602
YDR163W	2603
intergenic*YDR163W_YDR164C	2604
YDR164C	2605
intergenic*YDR164C_YDR165W	2606
YDR165W	2607
intergenic*YDR165W_YDR166C	2608
YDR166C	2609
intergenic*YDR166C_YDR167W	2610
YDR167W	2611
intergenic*YDR167W_YDR168W	2612
YDR168W	2613
intergenic*YDR168W_YDR169C	2614
YDR169C	2615
intergenic*YDR169C_YDR169C-A	2616
YDR169C-A	2617
intergenic*YDR169C-A_YDR170C	2618
YDR170C	2619
intergenic*YDR170C_tQ(UUG)D3	2620
tQ(UUG)D3	2621
intergenic*tQ(UUG)D3_YDRWdelta11	2622
YDRWdelta11	2623
YDR170W-A	2624
intergenic*YDR170W-A_ARS425	2625
ARS425	2626
intergenic*ARS425_YDR171W	2627
YDR171W	2628
intergenic*YDR171W_YDR172W	2629
YDR172W	2630
intergenic*YDR172W_YDR173C	2631
YDR173C	2632
intergenic*YDR173C_YDR174W	2633
YDR174W	2634
intergenic*YDR174W_YDR175C	2635
YDR175C	2636
intergenic*YDR175C_YDR176W	2637
YDR176W	2638
intergenic*YDR176W_YDR177W	2639
YDR177W	2640
intergenic*YDR177W_YDR178W	2641
YDR178W	2642
intergenic*YDR178W_YDR179C	2643
YDR179C	2644
intergenic*YDR179C_YDR179W-A	2645
YDR179W-A	2646
intergenic*YDR179W-A_YDR180W	2647
YDR180W	2648
intergenic*YDR180W_YDR181C	2649
YDR181C	2650
intergenic*YDR181C_YDR182W	2651
YDR182W	2652
intergenic*YDR182W_YDR182W-A	2653
YDR182W-A	2654
intergenic*YDR182W-A_YDR183W	2655
YDR183W	2656
intergenic*YDR183W_YDR183C-A	2657
YDR183C-A	2658
YDR184C	2659
intergenic*YDR184C_YDR185C	2660
YDR185C	2661
intergenic*YDR185C_YDR186C	2662
YDR186C	2663
intergenic*YDR186C_YDR187C	2664
YDR187C	2665
YDR188W	2666
intergenic*YDR188W_YDR189W	2667
YDR189W	2668
intergenic*YDR189W_YDR190C	2669
YDR190C	2670
intergenic*YDR190C_YDR191W	2671
YDR191W	2672
intergenic*YDR191W_YDR192C	2673
YDR192C	2674
YDR193W	2675
intergenic*YDR193W_YDR194C	2676
YDR194C	2677
intergenic*YDR194C_YDR194W-A	2678
YDR194W-A	2679
intergenic*YDR194W-A_YDR195W	2680
YDR195W	2681
intergenic*YDR195W_YDR196C	2682
YDR196C	2683
intergenic*YDR196C_YDR197W	2684
YDR197W	2685
intergenic*YDR197W_YDR198C	2686
YDR198C	2687
intergenic*YDR198C_YDR199W	2688
YDR199W	2689
YDR200C	2690
intergenic*YDR200C_YDR201W	2691
YDR201W	2692
intergenic*YDR201W_YDR202C	2693
YDR202C	2694
YDR203W	2695
intergenic*YDR203W_YDR204W	2696
YDR204W	2697
intergenic*YDR204W_YDR205W	2698
YDR205W	2699
intergenic*YDR205W_YDR206W	2700
YDR206W	2701
intergenic*YDR206W_YDR207C	2702
YDR207C	2703
intergenic*YDR207C_YDR208W	2704
YDR208W	2705
intergenic*YDR208W_YDR209C	2706
YDR209C	2707
YDR210W	2708
intergenic*YDR209C_YDRTy2-2	2709
YDRWdelta13	2710
YDRWTy2-2	2711
YDR210W-A	2712
YDR210W-B	2713
YDRWdelta14	2714
intergenic*YDRTy2-2_YDRCTy1-2	2715
YDRCTy1-2	2716
YDR210C-D	2717
YDR210C-C	2718
tI(UAU)D	2719
intergenic*tI(UAU)D_YDR211W	2720
YDR211W	2721
intergenic*YDR211W_YDR212W	2722
YDR212W	2723
intergenic*YDR212W_YDR213W	2724
YDR213W	2725
intergenic*YDR213W_YDR214W	2726
YDR214W	2727
intergenic*YDR214W_YDR215C	2728
YDR215C	2729
intergenic*YDR215C_YDR216W	2730
YDR216W	2731
intergenic*YDR216W_ARS427	2732
ARS427	2733
YDR217C	2734
intergenic*YDR217C_YDR218C	2735
YDR218C	2736
intergenic*YDR218C_YDR219C	2737
YDR219C	2738
intergenic*YDR219C_YDR220C	2739
YDR220C	2740
intergenic*YDR220C_YDR221W	2741
YDR221W	2742
intergenic*YDR221W_YDR222W	2743
YDR222W	2744
intergenic*YDR222W_YDR223W	2745
YDR223W	2746
intergenic*YDR223W_ARS428	2747
ARS428	2748
intergenic*ARS428_YDR224C	2749
YDR224C	2750
intergenic*YDR224C_YDR225W	2751
YDR225W	2752
intergenic*YDR225W_YDR226W	2753
YDR226W	2754
intergenic*YDR226W_YDR227W	2755
YDR227W	2756
intergenic*YDR227W_ARS429	2757
ARS429	2758
YDR228C	2759
intergenic*YDR228C_YDR229W	2760
YDR229W	2761
intergenic*YDR229W_YDR230W	2762
YDR230W	2763
YDR231C	2764
intergenic*YDR231C_YDR232W	2765
YDR232W	2766
intergenic*YDR232W_YDR233C	2767
YDR233C	2768
intergenic*YDR233C_YDR234W	2769
YDR234W	2770
intergenic*YDR234W_YDR235W	2771
YDR235W	2772
intergenic*YDR235W_YDR236C	2773
YDR236C	2774
intergenic*YDR236C_YDR237W	2775
YDR237W	2776
intergenic*YDR237W_YDR238C	2777
YDR238C	2778
intergenic*YDR238C_YDR239C	2779
YDR239C	2780
intergenic*YDR239C_YDR240C	2781
YDR240C	2782
YDR241W	2783
YDRWdelta12	2784
intergenic*YDRWdelta12_YDRCsigma3	2785
YDRCsigma3	2786
intergenic*YDRCsigma3_tY(GUA)D	2787
tY(GUA)D	2788
intergenic*tY(GUA)D_YDR242W	2789
YDR242W	2790
intergenic*YDR242W_YDR243C	2791
YDR243C	2792
intergenic*YDR243C_YDR244W	2793
YDR244W	2794
intergenic*YDR244W_YDR245W	2795
YDR245W	2796
intergenic*YDR245W_YDR246W	2797
YDR246W	2798
intergenic*YDR246W_YDR246W-A	2799
YDR246W-A	2800
intergenic*YDR246W-A_YDR247W	2801
YDR247W	2802
intergenic*YDR247W_YDR248C	2803
YDR248C	2804
intergenic*YDR248C_YDR249C	2805
YDR249C	2806
intergenic*YDR249C_YDR250C	2807
YDR250C	2808
intergenic*YDR250C_YDR251W	2809
YDR251W	2810
intergenic*YDR251W_YDR252W	2811
YDR252W	2812
intergenic*YDR252W_YDR253C	2813
YDR253C	2814
intergenic*YDR253C_YDR254W	2815
YDR254W	2816
intergenic*YDR254W_YDR255C	2817
YDR255C	2818
intergenic*YDR255C_YDR256C	2819
YDR256C	2820
intergenic*YDR256C_YDR257C	2821
YDR257C	2822
intergenic*YDR257C_YDR258C	2823
YDR258C	2824
intergenic*YDR258C_YDR259C	2825
YDR259C	2826
intergenic*YDR259C_YDR260C	2827
YDR260C	2828
intergenic*YDR260C_YDR261C	2829
YDR261C	2830
intergenic*YDR261C_tS(AGA)D2	2831
tS(AGA)D2	2832
intergenic*tS(AGA)D2_YDRWTy2-3	2833
YDRWdelta19	2834
YDRWTy2-3	2835
YDR261W-A	2836
YDR261W-B	2837
YDRWdelta20	2838
intergenic*YDRWTy2-3_YDRCTy1-3	2839
YDRCdelta21	2840
YDRCTy1-3	2841
YDR261C-D	2842
YDR261C-C	2843
YDRCdelta22	2844
intergenic*YDRCTy1-3_YDRCsigma4	2845
YDRCsigma4	2846
intergenic*YDRCsigma4_tG(GCC)D2	2847
tG(GCC)D2	2848
intergenic*tG(GCC)D2_YDR262W	2849
YDR262W	2850
intergenic*YDR262W_YDR263C	2851
YDR263C	2852
intergenic*YDR263C_YDR264C	2853
YDR264C	2854
intergenic*YDR264C_YDR265W	2855
YDR265W	2856
intergenic*YDR265W_YDR266C	2857
YDR266C	2858
intergenic*YDR266C_YDR267C	2859
YDR267C	2860
intergenic*YDR267C_YDR268W	2861
YDR268W	2862
intergenic*YDR268W_YDR269C	2863
YDR269C	2864
YDR270W	2865
YDR271C	2866
intergenic*YDR271C_YDR272W	2867
YDR272W	2868
intergenic*YDR272W_YDR273W	2869
YDR273W	2870
intergenic*YDR273W_YDR274C	2871
YDR274C	2872
intergenic*YDR274C_YDR275W	2873
YDR275W	2874
intergenic*YDR275W_YDR276C	2875
YDR276C	2876
intergenic*YDR276C_YDR277C	2877
YDR277C	2878
intergenic*YDR277C_ARS430	2879
ARS430	2880
intergenic*ARS430_YDR278C	2881
YDR278C	2882
tE(CUC)D	2883
intergenic*YDR278C_YDR279W	2884
YDR279W	2885
intergenic*YDR279W_YDR280W	2886
YDR280W	2887
intergenic*YDR280W_YDR281C	2888
YDR281C	2889
intergenic*YDR281C_YDRWsigma5	2890
YDRWsigma5	2891
intergenic*YDRWsigma5_YDR282C	2892
YDR282C	2893
intergenic*YDR282C_YDR283C	2894
YDR283C	2895
intergenic*YDR283C_YDR284C	2896
YDR284C	2897
intergenic*YDR284C_YDR285W	2898
YDR285W	2899
intergenic*YDR285W_YDR286C	2900
YDR286C	2901
intergenic*YDR286C_YDR287W	2902
YDR287W	2903
intergenic*YDR287W_YDR288W	2904
YDR288W	2905
intergenic*YDR288W_YDR289C	2906
YDR289C	2907
YDR290W	2908
intergenic*YDR290W_YDR291W	2909
YDR291W	2910
intergenic*YDR291W_YDR292C	2911
YDR292C	2912
intergenic*YDR292C_YDR293C	2913
YDR293C	2914
intergenic*YDR293C_YDR294C	2915
YDR294C	2916
intergenic*YDR294C_YDR295C	2917
YDR295C	2918
intergenic*YDR295C_YDR296W	2919
YDR296W	2920
intergenic*YDR296W_YDR297W	2921
YDR297W	2922
intergenic*YDR297W_ARS431	2923
ARS431	2924
intergenic*ARS431_YDR298C	2925
YDR298C	2926
intergenic*YDR298C_YDR299W	2927
YDR299W	2928
intergenic*YDR299W_YDR300C	2929
YDR300C	2930
intergenic*YDR300C_YDR301W	2931
YDR301W	2932
intergenic*YDR301W_YDR302W	2933
YDR302W	2934
intergenic*YDR302W_YDR303C	2935
YDR303C	2936
intergenic*YDR303C_YDR304C	2937
YDR304C	2938
intergenic*YDR304C_YDR305C	2939
YDR305C	2940
intergenic*YDR305C_YDR306C	2941
YDR306C	2942
intergenic*YDR306C_tV(CAC)D	2943
tV(CAC)D	2944
intergenic*tV(CAC)D_YDR307W	2945
YDR307W	2946
intergenic*YDR307W_YDR308C	2947
YDR308C	2948
intergenic*YDR308C_YDR309C	2949
YDR309C	2950
intergenic*YDR309C_YDR310C	2951
YDR310C	2952
intergenic*YDR310C_YDR311W	2953
YDR311W	2954
intergenic*YDR311W_YDR312W	2955
YDR312W	2956
intergenic*YDR312W_YDR313C	2957
YDR313C	2958
intergenic*YDR313C_YDR314C	2959
YDR314C	2960
intergenic*YDR314C_YDR315C	2961
YDR315C	2962
intergenic*YDR315C_YDR316W	2963
YDR316W	2964
intergenic*YDR316W_tF(GAA)D	2965
tF(GAA)D	2966
intergenic*tF(GAA)D_YDRWTy1-4	2967
YDRWdelta23	2968
YDRWTy1-4	2969
YDR316W-A	2970
YDR316W-B	2971
YDRWdelta24	2972
intergenic*YDRWTy1-4_YDR317W	2973
YDR317W	2974
intergenic*YDR317W_YDR318W	2975
YDR318W	2976
intergenic*YDR318W_YDR319C	2977
YDR319C	2978
intergenic*YDR319C_YDR320C	2979
YDR320C	2980
intergenic*YDR320C_YDR320C-A	2981
YDR320C-A	2982
YDR320W-B	2983
intergenic*YDR320W-B_YDR321W	2984
YDR321W	2985
intergenic*YDR321W_ARS452	2986
ARS452	2987
intergenic*ARS452_YDR322W	2988
YDR322W	2989
intergenic*YDR322W_YDR322C-A	2990
YDR322C-A	2991
intergenic*YDR322C-A_YDR323C	2992
YDR323C	2993
intergenic*YDR323C_YDR324C	2994
YDR324C	2995
intergenic*YDR324C_YDR325W	2996
YDR325W	2997
intergenic*YDR325W_YDR326C	2998
YDR326C	2999
intergenic*YDR326C_YDR327W	3000
YDR327W	3001
YDR328C	3002
intergenic*YDR328C_YDR329C	3003
YDR329C	3004
intergenic*YDR329C_YDR330W	3005
YDR330W	3006
intergenic*YDR330W_YDR331W	3007
YDR331W	3008
intergenic*YDR331W_YDR332W	3009
YDR332W	3010
intergenic*YDR332W_YDR333C	3011
YDR333C	3012
intergenic*YDR333C_YDR334W	3013
YDR334W	3014
intergenic*YDR334W_YDR335W	3015
YDR335W	3016
intergenic*YDR335W_YDR336W	3017
YDR336W	3018
intergenic*YDR336W_YDR337W	3019
YDR337W	3020
intergenic*YDR337W_YDR338C	3021
YDR338C	3022
intergenic*YDR338C_YDR339C	3023
YDR339C	3024
intergenic*YDR339C_tX(XXX)D	3025
tX(XXX)D	3026
YDR340W	3027
YDRWdelta25	3028
intergenic*YDRWdelta25_YDR341C	3029
YDR341C	3030
intergenic*YDR341C_YDR342C	3031
YDR342C	3032
intergenic*YDR342C_ARS432	3033
ARS432	3034
intergenic*ARS432_YDR343C	3035
YDR343C	3036
intergenic*YDR343C_YDR344C	3037
YDR344C	3038
intergenic*YDR344C_YDR345C	3039
YDR345C	3040
intergenic*YDR345C_ARS453	3041
ARS453	3042
intergenic*ARS453_YDR346C	3043
YDR346C	3044
intergenic*YDR346C_YDR347W	3045
YDR347W	3046
intergenic*YDR347W_YDR348C	3047
YDR348C	3048
intergenic*YDR348C_YDR349C	3049
YDR349C	3050
intergenic*YDR349C_YDRCsigma6	3051
YDRCsigma6	3052
YDRWdelta26	3053
intergenic*YDRCsigma6_tM(CAU)D	3054
tM(CAU)D	3055
intergenic*tM(CAU)D_YDR350C	3056
YDR350C	3057
intergenic*YDR350C_YDR351W	3058
YDR351W	3059
intergenic*YDR351W_YDR352W	3060
YDR352W	3061
intergenic*YDR352W_YDR353W	3062
YDR353W	3063
intergenic*YDR353W_YDR354W	3064
YDR354W	3065
YDR354C-A	3066
intergenic*YDR354W_YDR355C	3067
YDR355C	3068
YDR356W	3069
intergenic*YDR356W_YDR357C	3070
YDR357C	3071
intergenic*YDR357C_YDR358W	3072
YDR358W	3073
intergenic*YDR358W_YDR359C	3074
YDR359C	3075
YDR360W	3076
intergenic*YDR360W_YDR361C	3077
YDR361C	3078
intergenic*YDR361C_YDR362C	3079
YDR362C	3080
intergenic*YDR362C_YDR363W	3081
YDR363W	3082
intergenic*YDR363W_tK(CUU)D1	3083
tK(CUU)D1	3084
intergenic*tK(CUU)D1_YDR363W-A	3085
YDR363W-A	3086
intergenic*YDR363W-A_YDR364C	3087
YDR364C	3088
intergenic*YDR364C_YDR365C	3089
YDR365C	3090
intergenic*YDR365C_YDRWTy1-5	3091
YDRWdelta27	3092
YDRWTy1-5	3093
YDR365W-A	3094
YDR365W-B	3095
YDRWdelta28	3096
YDR366C	3097
intergenic*YDR366C_YDR367W	3098
YDR367W	3099
intergenic*YDR367W_YDR368W	3100
YDR368W	3101
intergenic*YDR368W_YDR369C	3102
YDR369C	3103
intergenic*YDR369C_YDR370C	3104
YDR370C	3105
intergenic*YDR370C_YDR371W	3106
YDR371W	3107
YDR371C-A	3108
intergenic*YDR371W_YDR372C	3109
YDR372C	3110
intergenic*YDR372C_YDR373W	3111
YDR373W	3112
intergenic*YDR373W_YDR374C	3113
YDR374C	3114
intergenic*YDR374C_YDR374W-A	3115
YDR374W-A	3116
intergenic*YDR374W-A_YDR375C	3117
YDR375C	3118
intergenic*YDR375C_YDR376W	3119
YDR376W	3120
intergenic*YDR376W_YDR377W	3121
YDR377W	3122
intergenic*YDR377W_YDR378C	3123
YDR378C	3124
intergenic*YDR378C_YDR379W	3125
YDR379W	3126
intergenic*YDR379W_YDR379C-A	3127
YDR379C-A	3128
intergenic*YDR379C-A_YDR380W	3129
YDR380W	3130
intergenic*YDR380W_YDR381W	3131
YDR381W	3132
intergenic*YDR381W_YDR381C-A	3133
YDR381C-A	3134
intergenic*YDR381C-A_YDR382W	3135
YDR382W	3136
intergenic*YDR382W_YDR383C	3137
YDR383C	3138
intergenic*YDR383C_ARS433	3139
ARS433	3140
intergenic*ARS433_YDR384C	3141
YDR384C	3142
intergenic*YDR384C_YDR385W	3143
YDR385W	3144
intergenic*YDR385W_YDR386W	3145
YDR386W	3146
intergenic*YDR386W_YDR387C	3147
YDR387C	3148
intergenic*YDR387C_YDR388W	3149
YDR388W	3150
intergenic*YDR388W_YDR389W	3151
YDR389W	3152
intergenic*YDR389W_YDR390C	3153
YDR390C	3154
intergenic*YDR390C_tG(CCC)D	3155
tG(CCC)D	3156
intergenic*tG(CCC)D_YDR391C	3157
YDR391C	3158
intergenic*YDR391C_YDR392W	3159
YDR392W	3160
intergenic*YDR392W_YDR393W	3161
YDR393W	3162
intergenic*YDR393W_YDR394W	3163
YDR394W	3164
intergenic*YDR394W_YDR395W	3165
YDR395W	3166
intergenic*YDR395W_YDR396W	3167
YDR396W	3168
YDR397C	3169
intergenic*YDR397C_YDR398W	3170
YDR398W	3171
intergenic*YDR398W_YDR399W	3172
YDR399W	3173
intergenic*YDR399W_YDR400W	3174
YDR400W	3175
intergenic*YDR400W_YDR401W	3176
YDR401W	3177
YDR402C	3178
intergenic*YDR402C_YDR403W	3179
YDR403W	3180
intergenic*YDR403W_ARS434	3181
ARS434	3182
intergenic*ARS434_YDR404C	3183
YDR404C	3184
intergenic*YDR404C_YDR405W	3185
YDR405W	3186
intergenic*YDR405W_YDR406W-A	3187
YDR406W	3188
YDR406W-A	3189
intergenic*YDR406W-A_YDR407C	3190
YDR407C	3191
intergenic*YDR407C_YDR408C	3192
YDR408C	3193
intergenic*YDR408C_YDR409W	3194
YDR409W	3195
intergenic*YDR409W_YDR410C	3196
YDR410C	3197
intergenic*YDR410C_YDR411C	3198
YDR411C	3199
intergenic*YDR411C_YDR412W	3200
YDR412W	3201
YDR413C	3202
intergenic*YDR413C_YDR414C	3203
YDR414C	3204
intergenic*YDR414C_YDR415C	3205
YDR415C	3206
intergenic*YDR415C_YDR416W	3207
YDR416W	3208
intergenic*YDR416W_YDR417C	3209
YDR417C	3210
YDR418W	3211
intergenic*YDR418W_ARS435	3212
ARS435	3213
intergenic*ARS435_YDR419W	3214
YDR419W	3215
intergenic*YDR419W_tS(AGA)D3	3216
tS(AGA)D3	3217
intergenic*tS(AGA)D3_ARS436	3218
ARS436	3219
YDR420W	3220
intergenic*YDR420W_YDR421W	3221
YDR421W	3222
intergenic*YDR421W_YDR422C	3223
YDR422C	3224
intergenic*YDR422C_YDR423C	3225
YDR423C	3226
intergenic*YDR423C_YDR424C	3227
YDR424C	3228
intergenic*YDR424C_YDR425W	3229
YDR425W	3230
YDR426C	3231
intergenic*YDR426C_YDR427W	3232
YDR427W	3233
intergenic*YDR427W_YDR428C	3234
YDR428C	3235
intergenic*YDR428C_YDR429C	3236
YDR429C	3237
intergenic*YDR429C_YDR430C	3238
YDR430C	3239
YDR431W	3240
intergenic*YDR431W_YDR432W	3241
YDR432W	3242
YDR433W	3243
intergenic*YDR433W_YDR434W	3244
YDR434W	3245
intergenic*YDR434W_YDR435C	3246
YDR435C	3247
intergenic*YDR435C_YDR436W	3248
YDR436W	3249
intergenic*YDR436W_YDR437W	3250
YDR437W	3251
intergenic*YDR437W_YDR438W	3252
YDR438W	3253
intergenic*YDR438W_YDR439W	3254
YDR439W	3255
intergenic*YDR439W_YDR440W	3256
YDR440W	3257
intergenic*YDR440W_YDR441C	3258
YDR441C	3259
intergenic*YDR441C_YDR442W	3260
YDR442W	3261
YDR443C	3262
intergenic*YDR443C_YDR444W	3263
YDR444W	3264
YDR445C	3265
tK(CUU)D2	3266
intergenic*YDR445C_YDRWdelta29	3267
YDRWdelta29	3268
YDRWdelta30	3269
intergenic*YDRWdelta30_YDR446W	3270
YDR446W	3271
intergenic*YDR446W_YDR447C	3272
YDR447C	3273
intergenic*YDR447C_YDR448W	3274
YDR448W	3275
intergenic*YDR448W_YDR449C	3276
YDR449C	3277
intergenic*YDR449C_YDR450W	3278
YDR450W	3279
intergenic*YDR450W_YDR451C	3280
YDR451C	3281
intergenic*YDR451C_YDR452W	3282
YDR452W	3283
intergenic*YDR452W_YDR453C	3284
YDR453C	3285
intergenic*YDR453C_YDR454C	3286
YDR454C	3287
intergenic*YDR454C_YDR455C	3288
YDR455C	3289
YDR456W	3290
intergenic*YDR456W_YDR457W	3291
YDR457W	3292
intergenic*YDR457W_ARS439	3293
ARS439	3294
YDR458C	3295
intergenic*YDR458C_YDR459C	3296
YDR459C	3297
intergenic*YDR459C_YDR460W	3298
YDR460W	3299
intergenic*YDR460W_YDR461W	3300
YDR461W	3301
intergenic*YDR461W_YDR461C-A	3302
YDR461C-A	3303
intergenic*YDR461C-A_YDR462W	3304
YDR462W	3305
intergenic*YDR462W_YDR463W	3306
YDR463W	3307
intergenic*YDR463W_YDR464W	3308
YDR464W	3309
YDR464C-A	3310
intergenic*YDR464W_YDR465C	3311
YDR465C	3312
intergenic*YDR465C_YDR466W	3313
YDR466W	3314
YDR467C	3315
intergenic*YDR467C_YDR468C	3316
YDR468C	3317
intergenic*YDR468C_YDR469W	3318
YDR469W	3319
intergenic*YDR469W_YDR470C	3320
YDR470C	3321
intergenic*YDR470C_YDR471W	3322
YDR471W	3323
intergenic*YDR471W_snR13	3324
snR13	3325
intergenic*snR13_YDR472W	3326
YDR472W	3327
intergenic*YDR472W_ARS440	3328
ARS440	3329
YDR473C	3330
intergenic*YDR473C_YDR475C	3331
YDR475C	3332
intergenic*YDR475C_YDR476C	3333
YDR476C	3334
intergenic*YDR476C_YDR477W	3335
YDR477W	3336
intergenic*YDR477W_YDR478W	3337
YDR478W	3338
intergenic*YDR478W_YDR479C	3339
YDR479C	3340
intergenic*YDR479C_YDR480W	3341
YDR480W	3342
intergenic*YDR480W_YDR481C	3343
YDR481C	3344
intergenic*YDR481C_YDR482C	3345
YDR482C	3346
intergenic*YDR482C_YDR483W	3347
YDR483W	3348
intergenic*YDR483W_YDR484W	3349
YDR484W	3350
intergenic*YDR484W_YDR485C	3351
YDR485C	3352
intergenic*YDR485C_YDR486C	3353
YDR486C	3354
intergenic*YDR486C_YDR487C	3355
YDR487C	3356
intergenic*YDR487C_YDR488C	3357
YDR488C	3358
intergenic*YDR488C_YDR489W	3359
YDR489W	3360
intergenic*YDR489W_YDR490C	3361
YDR490C	3362
intergenic*YDR490C_YDR491C	3363
YDR491C	3364
YDR492W	3365
intergenic*YDR492W_YDR493W	3366
YDR493W	3367
intergenic*YDR493W_YDR494W	3368
YDR494W	3369
intergenic*YDR494W_YDR495C	3370
YDR495C	3371
intergenic*YDR495C_YDR496C	3372
YDR496C	3373
intergenic*YDR496C_YDR497C	3374
YDR497C	3375
intergenic*YDR497C_YDR498C	3376
YDR498C	3377
intergenic*YDR498C_YDR499W	3378
YDR499W	3379
intergenic*YDR499W_YDR500C	3380
YDR500C	3381
intergenic*YDR500C_YDR501W	3382
YDR501W	3383
intergenic*YDR501W_YDR502C	3384
YDR502C	3385
intergenic*YDR502C_ARS442	3386
ARS442	3387
YDR503C	3388
intergenic*YDR503C_YDR504C	3389
YDR504C	3390
YDR505C	3391
intergenic*YDR505C_YDR506C	3392
YDR506C	3393
intergenic*YDR506C_tL(CAA)D	3394
tL(CAA)D	3395
intergenic*tL(CAA)D_ARS443	3396
ARS443	3397
intergenic*ARS443_YDR507C	3398
YDR507C	3399
intergenic*YDR507C_YDR508C	3400
YDR508C	3401
YDR509W	3402
intergenic*YDR509W_YDR510W	3403
YDR510W	3404
YDR510C-A	3405
intergenic*YDR510C-A_YDR511W	3406
YDR511W	3407
intergenic*YDR511W_YDR512C	3408
YDR512C	3409
YDR513W	3410
intergenic*YDR513W_YDR514C	3411
YDR514C	3412
intergenic*YDR514C_YDR515W	3413
YDR515W	3414
intergenic*YDR515W_YDR516C	3415
YDR516C	3416
intergenic*YDR516C_YDR517W	3417
YDR517W	3418
intergenic*YDR517W_YDR518W	3419
YDR518W	3420
intergenic*YDR518W_YDR519W	3421
YDR519W	3422
intergenic*YDR519W_YDR520C	3423
YDR520C	3424
YDR521W	3425
intergenic*YDR521W_YDR522C	3426
YDR522C	3427
intergenic*YDR522C_ARS523C	3428
YDR523C	3429
ARS446	3430
intergenic*ARS446_YDR524C	3431
YDR524C	3432
intergenic*YDR524C_YDR524W-C	3433
YDR524W-C	3434
intergenic*YDR524W-C_YDR524C-B	3435
YDR524C-B	3436
intergenic*YDR524C-B_YDR524C-A	3437
YDR524C-A	3438
YDR525W	3439
intergenic*YDR525W_YDR525W-A	3440
YDR525W-A	3441
intergenic*YDR525W-A_YDR526C	3442
YDR526C	3443
YDR527W	3444
intergenic*YDR527W_snR84	3445
snR84	3446
intergenic*snR84_YDR528W	3447
YDR528W	3448
intergenic*YDR528W_YDR529C	3449
YDR529C	3450
intergenic*YDR529C_YDR530C	3451
YDR530C	3452
intergenic*YDR530C_YDR531W	3453
YDR531W	3454
intergenic*YDR531W_YDR532C	3455
YDR532C	3456
intergenic*YDR532C_YDR533C	3457
YDR533C	3458
intergenic*YDR533C_YDR534C	3459
YDR534C	3460
intergenic*YDR534C_YDR535C	3461
YDR535C	3462
intergenic*YDR535C_YDR536W	3463
YDR536W	3464
intergenic*YDR536W_YDR536W	3465
YDR537C	3466
YDR538W	3467
intergenic*YDR538W_YDR539W	3468
YDR539W	3469
