Feature_name_B_next	Feature_name_B_next_next
YDR316W-B	intergenic*YDRWTy1-4_YDR317W
YDRWdelta24	intergenic*YDRWTy1-4_YDR317W
intergenic*YDRWTy1-4_YDR317W	YDR317W
YDR317W	intergenic*YDR317W_YDR318W
intergenic*YDR317W_YDR318W	YDR318W
YDR318W	intergenic*YDR318W_YDR319C
intergenic*YDR318W_YDR319C	YDR319C
YDR319C	intergenic*YDR319C_YDR320C
intergenic*YDR319C_YDR320C	YDR320C
YDR320C	intergenic*YDR320C_YDR320C-A
intergenic*YDR320C_YDR320C-A	YDR320C-A
YDR320C-A	YDR320W-B
YDR320W-B	intergenic*YDR320W-B_YDR321W
intergenic*YDR320W-B_YDR321W	YDR321W
YDR321W	intergenic*YDR321W_ARS452
intergenic*YDR321W_ARS452	ARS452
ARS452	intergenic*ARS452_YDR322W
intergenic*ARS452_YDR322W	YDR322W
YDR322W	intergenic*YDR322W_YDR322C-A
intergenic*YDR322W_YDR322C-A	YDR322C-A
YDR322C-A	intergenic*YDR322C-A_YDR323C
intergenic*YDR322C-A_YDR323C	YDR323C
YDR323C	intergenic*YDR323C_YDR324C
intergenic*YDR323C_YDR324C	YDR324C
YDR324C	intergenic*YDR324C_YDR325W
intergenic*YDR324C_YDR325W	YDR325W
YDR325W	intergenic*YDR325W_YDR326C
intergenic*YDR325W_YDR326C	YDR326C
YDR326C	intergenic*YDR326C_YDR327W
intergenic*YDR326C_YDR327W	YDR327W
YDR327W	YDR328C
YDR328C	intergenic*YDR328C_YDR329C
intergenic*YDR328C_YDR329C	YDR329C
YDR329C	intergenic*YDR329C_YDR330W
intergenic*YDR329C_YDR330W	YDR330W
YDR330W	intergenic*YDR330W_YDR331W
intergenic*YDR330W_YDR331W	YDR331W
YDR331W	intergenic*YDR331W_YDR332W
intergenic*YDR331W_YDR332W	YDR332W
YDR332W	intergenic*YDR332W_YDR333C
intergenic*YDR332W_YDR333C	YDR333C
YDR333C	intergenic*YDR333C_YDR334W
intergenic*YDR333C_YDR334W	YDR334W
YDR334W	intergenic*YDR334W_YDR335W
intergenic*YDR334W_YDR335W	YDR335W
YDR335W	intergenic*YDR335W_YDR336W
intergenic*YDR335W_YDR336W	YDR336W
YDR336W	intergenic*YDR336W_YDR337W
intergenic*YDR336W_YDR337W	YDR337W
YDR337W	intergenic*YDR337W_YDR338C
intergenic*YDR337W_YDR338C	YDR338C
YDR338C	intergenic*YDR338C_YDR339C
intergenic*YDR338C_YDR339C	YDR339C
YDR339C	intergenic*YDR339C_tX(XXX)D
intergenic*YDR339C_tX(XXX)D	tX(XXX)D
tX(XXX)D	YDR340W
YDR340W	YDRWdelta25
YDRWdelta25	intergenic*YDRWdelta25_YDR341C
intergenic*YDRWdelta25_YDR341C	YDR341C
YDR341C	intergenic*YDR341C_YDR342C
intergenic*YDR341C_YDR342C	YDR342C
YDR342C	intergenic*YDR342C_ARS432
intergenic*YDR342C_ARS432	ARS432
ARS432	intergenic*ARS432_YDR343C
intergenic*ARS432_YDR343C	YDR343C
YDR343C	intergenic*YDR343C_YDR344C
intergenic*YDR343C_YDR344C	YDR344C
YDR344C	intergenic*YDR344C_YDR345C
intergenic*YDR344C_YDR345C	YDR345C
YDR345C	intergenic*YDR345C_ARS453
intergenic*YDR345C_ARS453	ARS453
ARS453	intergenic*ARS453_YDR346C
intergenic*ARS453_YDR346C	YDR346C
YDR346C	intergenic*YDR346C_YDR347W
intergenic*YDR346C_YDR347W	YDR347W
YDR347W	intergenic*YDR347W_YDR348C
intergenic*YDR347W_YDR348C	YDR348C
YDR348C	intergenic*YDR348C_YDR349C
intergenic*YDR348C_YDR349C	YDR349C
YDR349C	intergenic*YDR349C_YDRCsigma6
intergenic*YDR349C_YDRCsigma6	YDRCsigma6
YDRCsigma6	YDRWdelta26
YDRWdelta26	intergenic*YDRCsigma6_tM(CAU)D
intergenic*YDRCsigma6_tM(CAU)D	tM(CAU)D
tM(CAU)D	intergenic*tM(CAU)D_YDR350C
intergenic*tM(CAU)D_YDR350C	YDR350C
YDR350C	intergenic*YDR350C_YDR351W
intergenic*YDR350C_YDR351W	YDR351W
YDR351W	intergenic*YDR351W_YDR352W
intergenic*YDR351W_YDR352W	YDR352W
YDR352W	intergenic*YDR352W_YDR353W
intergenic*YDR352W_YDR353W	YDR353W
YDR353W	intergenic*YDR353W_YDR354W
intergenic*YDR353W_YDR354W	YDR354W
YDR354W	YDR354C-A
YDR354C-A	intergenic*YDR354W_YDR355C
intergenic*YDR354W_YDR355C	YDR355C
YDR355C	YDR356W
YDR356W	intergenic*YDR356W_YDR357C
intergenic*YDR356W_YDR357C	YDR357C
YDR357C	intergenic*YDR357C_YDR358W
intergenic*YDR357C_YDR358W	YDR358W
YDR358W	intergenic*YDR358W_YDR359C
intergenic*YDR358W_YDR359C	YDR359C
YDR359C	YDR360W
YDR360W	intergenic*YDR360W_YDR361C
intergenic*YDR360W_YDR361C	YDR361C
YDR361C	intergenic*YDR361C_YDR362C
intergenic*YDR361C_YDR362C	YDR362C
YDR362C	intergenic*YDR362C_YDR363W
intergenic*YDR362C_YDR363W	YDR363W
YDR363W	intergenic*YDR363W_tK(CUU)D1
intergenic*YDR363W_tK(CUU)D1	tK(CUU)D1
tK(CUU)D1	intergenic*tK(CUU)D1_YDR363W-A
intergenic*tK(CUU)D1_YDR363W-A	YDR363W-A
YDR363W-A	intergenic*YDR363W-A_YDR364C
intergenic*YDR363W-A_YDR364C	YDR364C
YDR364C	intergenic*YDR364C_YDR365C
intergenic*YDR364C_YDR365C	YDR365C
YDR365C	intergenic*YDR365C_YDRWTy1-5
intergenic*YDR365C_YDRWTy1-5	YDRWTy1-5
YDRWdelta27	YDR366C
YDRWTy1-5	YDR366C
YDR365W-A	YDR366C
YDR365W-B	YDR366C
YDRWdelta28	YDR366C
YDR366C	intergenic*YDR366C_YDR367W
intergenic*YDR366C_YDR367W	YDR367W
YDR367W	intergenic*YDR367W_YDR368W
intergenic*YDR367W_YDR368W	YDR368W
YDR368W	intergenic*YDR368W_YDR369C
intergenic*YDR368W_YDR369C	YDR369C
YDR369C	intergenic*YDR369C_YDR370C
intergenic*YDR369C_YDR370C	YDR370C
YDR370C	intergenic*YDR370C_YDR371W
intergenic*YDR370C_YDR371W	YDR371W
YDR371W	YDR371C-A
YDR371C-A	intergenic*YDR371W_YDR372C
intergenic*YDR371W_YDR372C	YDR372C
YDR372C	intergenic*YDR372C_YDR373W
intergenic*YDR372C_YDR373W	YDR373W
YDR373W	intergenic*YDR373W_YDR374C
intergenic*YDR373W_YDR374C	YDR374C
YDR374C	intergenic*YDR374C_YDR374W-A
intergenic*YDR374C_YDR374W-A	YDR374W-A
YDR374W-A	intergenic*YDR374W-A_YDR375C
intergenic*YDR374W-A_YDR375C	YDR375C
YDR375C	intergenic*YDR375C_YDR376W
intergenic*YDR375C_YDR376W	YDR376W
YDR376W	intergenic*YDR376W_YDR377W
intergenic*YDR376W_YDR377W	YDR377W
YDR377W	intergenic*YDR377W_YDR378C
intergenic*YDR377W_YDR378C	YDR378C
YDR378C	intergenic*YDR378C_YDR379W
intergenic*YDR378C_YDR379W	YDR379W
YDR379W	intergenic*YDR379W_YDR379C-A
intergenic*YDR379W_YDR379C-A	YDR379C-A
YDR379C-A	intergenic*YDR379C-A_YDR380W
intergenic*YDR379C-A_YDR380W	YDR380W
YDR380W	intergenic*YDR380W_YDR381W
intergenic*YDR380W_YDR381W	YDR381W
YDR381W	intergenic*YDR381W_YDR381C-A
intergenic*YDR381W_YDR381C-A	YDR381C-A
YDR381C-A	intergenic*YDR381C-A_YDR382W
intergenic*YDR381C-A_YDR382W	YDR382W
YDR382W	intergenic*YDR382W_YDR383C
intergenic*YDR382W_YDR383C	YDR383C
YDR383C	intergenic*YDR383C_ARS433
intergenic*YDR383C_ARS433	ARS433
ARS433	intergenic*ARS433_YDR384C
intergenic*ARS433_YDR384C	YDR384C
YDR384C	intergenic*YDR384C_YDR385W
intergenic*YDR384C_YDR385W	YDR385W
YDR385W	intergenic*YDR385W_YDR386W
intergenic*YDR385W_YDR386W	YDR386W
YDR386W	intergenic*YDR386W_YDR387C
intergenic*YDR386W_YDR387C	YDR387C
YDR387C	intergenic*YDR387C_YDR388W
intergenic*YDR387C_YDR388W	YDR388W
YDR388W	intergenic*YDR388W_YDR389W
intergenic*YDR388W_YDR389W	YDR389W
YDR389W	intergenic*YDR389W_YDR390C
intergenic*YDR389W_YDR390C	YDR390C
YDR390C	intergenic*YDR390C_tG(CCC)D
intergenic*YDR390C_tG(CCC)D	tG(CCC)D
tG(CCC)D	intergenic*tG(CCC)D_YDR391C
intergenic*tG(CCC)D_YDR391C	YDR391C
YDR391C	intergenic*YDR391C_YDR392W
intergenic*YDR391C_YDR392W	YDR392W
YDR392W	intergenic*YDR392W_YDR393W
intergenic*YDR392W_YDR393W	YDR393W
YDR393W	intergenic*YDR393W_YDR394W
intergenic*YDR393W_YDR394W	YDR394W
YDR394W	intergenic*YDR394W_YDR395W
intergenic*YDR394W_YDR395W	YDR395W
YDR395W	intergenic*YDR395W_YDR396W
intergenic*YDR395W_YDR396W	YDR396W
YDR396W	YDR397C
YDR397C	intergenic*YDR397C_YDR398W
intergenic*YDR397C_YDR398W	YDR398W
YDR398W	intergenic*YDR398W_YDR399W
intergenic*YDR398W_YDR399W	YDR399W
YDR399W	intergenic*YDR399W_YDR400W
intergenic*YDR399W_YDR400W	YDR400W
YDR400W	intergenic*YDR400W_YDR401W
intergenic*YDR400W_YDR401W	YDR401W
YDR401W	YDR402C
YDR402C	intergenic*YDR402C_YDR403W
intergenic*YDR402C_YDR403W	YDR403W
YDR403W	intergenic*YDR403W_ARS434
intergenic*YDR403W_ARS434	ARS434
ARS434	intergenic*ARS434_YDR404C
intergenic*ARS434_YDR404C	YDR404C
YDR404C	intergenic*YDR404C_YDR405W
intergenic*YDR404C_YDR405W	YDR405W
YDR405W	intergenic*YDR405W_YDR406W-A
intergenic*YDR405W_YDR406W-A	YDR406W
YDR406W	YDR406W-A
YDR406W-A	intergenic*YDR406W-A_YDR407C
intergenic*YDR406W-A_YDR407C	YDR407C
YDR407C	intergenic*YDR407C_YDR408C
intergenic*YDR407C_YDR408C	YDR408C
YDR408C	intergenic*YDR408C_YDR409W
intergenic*YDR408C_YDR409W	YDR409W
YDR409W	intergenic*YDR409W_YDR410C
intergenic*YDR409W_YDR410C	YDR410C
YDR410C	intergenic*YDR410C_YDR411C
intergenic*YDR410C_YDR411C	YDR411C
YDR411C	intergenic*YDR411C_YDR412W
intergenic*YDR411C_YDR412W	YDR412W
YDR412W	YDR413C
YDR413C	intergenic*YDR413C_YDR414C
intergenic*YDR413C_YDR414C	YDR414C
YDR414C	intergenic*YDR414C_YDR415C
intergenic*YDR414C_YDR415C	YDR415C
YDR415C	intergenic*YDR415C_YDR416W
intergenic*YDR415C_YDR416W	YDR416W
YDR416W	intergenic*YDR416W_YDR417C
intergenic*YDR416W_YDR417C	YDR417C
YDR417C	YDR418W
YDR418W	intergenic*YDR418W_ARS435
intergenic*YDR418W_ARS435	ARS435
ARS435	intergenic*ARS435_YDR419W
intergenic*ARS435_YDR419W	YDR419W
YDR419W	intergenic*YDR419W_tS(AGA)D3
intergenic*YDR419W_tS(AGA)D3	tS(AGA)D3
tS(AGA)D3	intergenic*tS(AGA)D3_ARS436
intergenic*tS(AGA)D3_ARS436	ARS436
ARS436	YDR420W
YDR420W	intergenic*YDR420W_YDR421W
intergenic*YDR420W_YDR421W	YDR421W
YDR421W	intergenic*YDR421W_YDR422C
intergenic*YDR421W_YDR422C	YDR422C
YDR422C	intergenic*YDR422C_YDR423C
intergenic*YDR422C_YDR423C	YDR423C
YDR423C	intergenic*YDR423C_YDR424C
intergenic*YDR423C_YDR424C	YDR424C
YDR424C	intergenic*YDR424C_YDR425W
intergenic*YDR424C_YDR425W	YDR425W
YDR425W	YDR426C
YDR426C	intergenic*YDR426C_YDR427W
intergenic*YDR426C_YDR427W	YDR427W
YDR427W	intergenic*YDR427W_YDR428C
intergenic*YDR427W_YDR428C	YDR428C
YDR428C	intergenic*YDR428C_YDR429C
intergenic*YDR428C_YDR429C	YDR429C
YDR429C	intergenic*YDR429C_YDR430C
intergenic*YDR429C_YDR430C	YDR430C
YDR430C	YDR431W
YDR431W	intergenic*YDR431W_YDR432W
intergenic*YDR431W_YDR432W	YDR432W
YDR432W	YDR433W
YDR433W	intergenic*YDR433W_YDR434W
intergenic*YDR433W_YDR434W	YDR434W
YDR434W	intergenic*YDR434W_YDR435C
intergenic*YDR434W_YDR435C	YDR435C
YDR435C	intergenic*YDR435C_YDR436W
intergenic*YDR435C_YDR436W	YDR436W
YDR436W	intergenic*YDR436W_YDR437W
intergenic*YDR436W_YDR437W	YDR437W
YDR437W	intergenic*YDR437W_YDR438W
intergenic*YDR437W_YDR438W	YDR438W
YDR438W	intergenic*YDR438W_YDR439W
intergenic*YDR438W_YDR439W	YDR439W
YDR439W	intergenic*YDR439W_YDR440W
intergenic*YDR439W_YDR440W	YDR440W
YDR440W	intergenic*YDR440W_YDR441C
intergenic*YDR440W_YDR441C	YDR441C
YDR441C	intergenic*YDR441C_YDR442W
intergenic*YDR441C_YDR442W	YDR442W
YDR442W	YDR443C
YDR443C	intergenic*YDR443C_YDR444W
intergenic*YDR443C_YDR444W	YDR444W
YDR444W	YDR445C
YDR445C	tK(CUU)D2
tK(CUU)D2	intergenic*YDR445C_YDRWdelta29
intergenic*YDR445C_YDRWdelta29	YDRWdelta29
YDRWdelta29	YDRWdelta30
YDRWdelta30	intergenic*YDRWdelta30_YDR446W
intergenic*YDRWdelta30_YDR446W	YDR446W
YDR446W	intergenic*YDR446W_YDR447C
intergenic*YDR446W_YDR447C	YDR447C
YDR447C	intergenic*YDR447C_YDR448W
intergenic*YDR447C_YDR448W	YDR448W
YDR448W	intergenic*YDR448W_YDR449C
intergenic*YDR448W_YDR449C	YDR449C
YDR449C	intergenic*YDR449C_YDR450W
intergenic*YDR449C_YDR450W	YDR450W
YDR450W	intergenic*YDR450W_YDR451C
intergenic*YDR450W_YDR451C	YDR451C
YDR451C	intergenic*YDR451C_YDR452W
intergenic*YDR451C_YDR452W	YDR452W
YDR452W	intergenic*YDR452W_YDR453C
intergenic*YDR452W_YDR453C	YDR453C
YDR453C	intergenic*YDR453C_YDR454C
intergenic*YDR453C_YDR454C	YDR454C
YDR454C	intergenic*YDR454C_YDR455C
intergenic*YDR454C_YDR455C	YDR455C
YDR455C	YDR456W
YDR456W	intergenic*YDR456W_YDR457W
intergenic*YDR456W_YDR457W	YDR457W
YDR457W	intergenic*YDR457W_ARS439
intergenic*YDR457W_ARS439	ARS439
ARS439	YDR458C
YDR458C	intergenic*YDR458C_YDR459C
intergenic*YDR458C_YDR459C	YDR459C
YDR459C	intergenic*YDR459C_YDR460W
intergenic*YDR459C_YDR460W	YDR460W
YDR460W	intergenic*YDR460W_YDR461W
intergenic*YDR460W_YDR461W	YDR461W
YDR461W	intergenic*YDR461W_YDR461C-A
intergenic*YDR461W_YDR461C-A	YDR461C-A
YDR461C-A	intergenic*YDR461C-A_YDR462W
intergenic*YDR461C-A_YDR462W	YDR462W
YDR462W	intergenic*YDR462W_YDR463W
intergenic*YDR462W_YDR463W	YDR463W
YDR463W	intergenic*YDR463W_YDR464W
intergenic*YDR463W_YDR464W	YDR464W
YDR464W	YDR464C-A
YDR464C-A	intergenic*YDR464W_YDR465C
intergenic*YDR464W_YDR465C	YDR465C
YDR465C	intergenic*YDR465C_YDR466W
intergenic*YDR465C_YDR466W	YDR466W
YDR466W	YDR467C
YDR467C	intergenic*YDR467C_YDR468C
intergenic*YDR467C_YDR468C	YDR468C
YDR468C	intergenic*YDR468C_YDR469W
intergenic*YDR468C_YDR469W	YDR469W
YDR469W	intergenic*YDR469W_YDR470C
intergenic*YDR469W_YDR470C	YDR470C
YDR470C	intergenic*YDR470C_YDR471W
intergenic*YDR470C_YDR471W	YDR471W
YDR471W	intergenic*YDR471W_snR13
intergenic*YDR471W_snR13	snR13
snR13	intergenic*snR13_YDR472W
intergenic*snR13_YDR472W	YDR472W
YDR472W	intergenic*YDR472W_ARS440
intergenic*YDR472W_ARS440	ARS440
ARS440	YDR473C
YDR473C	intergenic*YDR473C_YDR475C
intergenic*YDR473C_YDR475C	YDR475C
YDR475C	intergenic*YDR475C_YDR476C
intergenic*YDR475C_YDR476C	YDR476C
YDR476C	intergenic*YDR476C_YDR477W
intergenic*YDR476C_YDR477W	YDR477W
YDR477W	intergenic*YDR477W_YDR478W
intergenic*YDR477W_YDR478W	YDR478W
YDR478W	intergenic*YDR478W_YDR479C
intergenic*YDR478W_YDR479C	YDR479C
YDR479C	intergenic*YDR479C_YDR480W
intergenic*YDR479C_YDR480W	YDR480W
YDR480W	intergenic*YDR480W_YDR481C
intergenic*YDR480W_YDR481C	YDR481C
YDR481C	intergenic*YDR481C_YDR482C
intergenic*YDR481C_YDR482C	YDR482C
YDR482C	intergenic*YDR482C_YDR483W
intergenic*YDR482C_YDR483W	YDR483W
YDR483W	intergenic*YDR483W_YDR484W
intergenic*YDR483W_YDR484W	YDR484W
YDR484W	intergenic*YDR484W_YDR485C
intergenic*YDR484W_YDR485C	YDR485C
YDR485C	intergenic*YDR485C_YDR486C
intergenic*YDR485C_YDR486C	YDR486C
YDR486C	intergenic*YDR486C_YDR487C
intergenic*YDR486C_YDR487C	YDR487C
YDR487C	intergenic*YDR487C_YDR488C
intergenic*YDR487C_YDR488C	YDR488C
YDR488C	intergenic*YDR488C_YDR489W
intergenic*YDR488C_YDR489W	YDR489W
YDR489W	intergenic*YDR489W_YDR490C
intergenic*YDR489W_YDR490C	YDR490C
YDR490C	intergenic*YDR490C_YDR491C
intergenic*YDR490C_YDR491C	YDR491C
YDR491C	YDR492W
YDR492W	intergenic*YDR492W_YDR493W
intergenic*YDR492W_YDR493W	YDR493W
YDR493W	intergenic*YDR493W_YDR494W
intergenic*YDR493W_YDR494W	YDR494W
YDR494W	intergenic*YDR494W_YDR495C
intergenic*YDR494W_YDR495C	YDR495C
YDR495C	intergenic*YDR495C_YDR496C
intergenic*YDR495C_YDR496C	YDR496C
YDR496C	intergenic*YDR496C_YDR497C
intergenic*YDR496C_YDR497C	YDR497C
YDR497C	intergenic*YDR497C_YDR498C
intergenic*YDR497C_YDR498C	YDR498C
YDR498C	intergenic*YDR498C_YDR499W
intergenic*YDR498C_YDR499W	YDR499W
YDR499W	intergenic*YDR499W_YDR500C
intergenic*YDR499W_YDR500C	YDR500C
YDR500C	intergenic*YDR500C_YDR501W
intergenic*YDR500C_YDR501W	YDR501W
YDR501W	intergenic*YDR501W_YDR502C
intergenic*YDR501W_YDR502C	YDR502C
YDR502C	intergenic*YDR502C_ARS442
intergenic*YDR502C_ARS442	ARS442
ARS442	YDR503C
YDR503C	intergenic*YDR503C_YDR504C
intergenic*YDR503C_YDR504C	YDR504C
YDR504C	YDR505C
YDR505C	intergenic*YDR505C_YDR506C
intergenic*YDR505C_YDR506C	YDR506C
YDR506C	intergenic*YDR506C_tL(CAA)D
intergenic*YDR506C_tL(CAA)D	tL(CAA)D
tL(CAA)D	intergenic*tL(CAA)D_ARS443
intergenic*tL(CAA)D_ARS443	ARS443
ARS443	intergenic*ARS443_YDR507C
intergenic*ARS443_YDR507C	YDR507C
YDR507C	intergenic*YDR507C_YDR508C
intergenic*YDR507C_YDR508C	YDR508C
YDR508C	YDR509W
YDR509W	intergenic*YDR509W_YDR510W
intergenic*YDR509W_YDR510W	YDR510W
YDR510W	YDR510C-A
YDR510C-A	intergenic*YDR510C-A_YDR511W
intergenic*YDR510C-A_YDR511W	YDR511W
YDR511W	intergenic*YDR511W_YDR512C
intergenic*YDR511W_YDR512C	YDR512C
YDR512C	YDR513W
YDR513W	intergenic*YDR513W_YDR514C
intergenic*YDR513W_YDR514C	YDR514C
YDR514C	intergenic*YDR514C_YDR515W
intergenic*YDR514C_YDR515W	YDR515W
YDR515W	intergenic*YDR515W_YDR516C
intergenic*YDR515W_YDR516C	YDR516C
YDR516C	intergenic*YDR516C_YDR517W
intergenic*YDR516C_YDR517W	YDR517W
YDR517W	intergenic*YDR517W_YDR518W
intergenic*YDR517W_YDR518W	YDR518W
YDR518W	intergenic*YDR518W_YDR519W
intergenic*YDR518W_YDR519W	YDR519W
YDR519W	intergenic*YDR519W_YDR520C
intergenic*YDR519W_YDR520C	YDR520C
YDR520C	YDR521W
YDR521W	intergenic*YDR521W_YDR522C
intergenic*YDR521W_YDR522C	YDR522C
YDR522C	intergenic*YDR522C_ARS523C
intergenic*YDR522C_ARS523C	YDR523C
YDR523C	ARS446
ARS446	intergenic*ARS446_YDR524C
intergenic*ARS446_YDR524C	YDR524C
YDR524C	intergenic*YDR524C_YDR524W-C
intergenic*YDR524C_YDR524W-C	YDR524W-C
YDR524W-C	intergenic*YDR524W-C_YDR524C-B
intergenic*YDR524W-C_YDR524C-B	YDR524C-B
YDR524C-B	intergenic*YDR524C-B_YDR524C-A
intergenic*YDR524C-B_YDR524C-A	YDR524C-A
YDR524C-A	YDR525W
YDR525W	intergenic*YDR525W_YDR525W-A
intergenic*YDR525W_YDR525W-A	YDR525W-A
YDR525W-A	intergenic*YDR525W-A_YDR526C
intergenic*YDR525W-A_YDR526C	YDR526C
YDR526C	YDR527W
YDR527W	intergenic*YDR527W_snR84
intergenic*YDR527W_snR84	snR84
snR84	intergenic*snR84_YDR528W
intergenic*snR84_YDR528W	YDR528W
YDR528W	intergenic*YDR528W_YDR529C
intergenic*YDR528W_YDR529C	YDR529C
YDR529C	intergenic*YDR529C_YDR530C
intergenic*YDR529C_YDR530C	YDR530C
YDR530C	intergenic*YDR530C_YDR531W
intergenic*YDR530C_YDR531W	YDR531W
YDR531W	intergenic*YDR531W_YDR532C
intergenic*YDR531W_YDR532C	YDR532C
YDR532C	intergenic*YDR532C_YDR533C
intergenic*YDR532C_YDR533C	YDR533C
YDR533C	intergenic*YDR533C_YDR534C
intergenic*YDR533C_YDR534C	YDR534C
YDR534C	intergenic*YDR534C_YDR535C
intergenic*YDR534C_YDR535C	YDR535C
YDR535C	intergenic*YDR535C_YDR536W
intergenic*YDR535C_YDR536W	YDR536W
YDR536W	intergenic*YDR536W_YDR536W
intergenic*YDR536W_YDR536W	YDR537C
YDR537C	YDR538W
YDR538W	intergenic*YDR538W_YDR539W
intergenic*YDR538W_YDR539W	YDR539W
YDR539W	intergenic*YDR539W_YDR540C
intergenic*YDR539W_YDR540C	YDR540C
YDR540C	intergenic*YDR540C_YDRWdelta31
intergenic*YDR540C_YDRWdelta31	YDRWdelta31
YDRWdelta31	intergenic*YDRWdelta31_YDR541C
intergenic*YDRWdelta31_YDR541C	YDR541C
YDR541C	intergenic*YDR541C_YDR542W
intergenic*YDR541C_YDR542W	YDR542W
YDR542W	intergenic*YDR542W_TEL04R
intergenic*YDR542W_TEL04R	TEL04R
TEL04R	NA
YDR543C	NA
YDR544C	NA
YDR545W	NA
YDR545C-A	NA
TEL05L	intergenic*TEL05L_YEL073C
YEL077C	intergenic*TEL05L_YEL073C
YEL077W-A	intergenic*TEL05L_YEL073C
ARS502	intergenic*TEL05L_YEL073C
YEL076C-A	intergenic*TEL05L_YEL073C
YEL076C	intergenic*TEL05L_YEL073C
YEL075W-A	intergenic*TEL05L_YEL073C
YEL075C	intergenic*TEL05L_YEL073C
YEL074W	intergenic*TEL05L_YEL073C
ARS503	intergenic*TEL05L_YEL073C
intergenic*TEL05L_YEL073C	YEL073C
YEL073C	intergenic*YEL073C_ARS504
intergenic*YEL073C_ARS504	ARS504
ARS504	intergenic*ARS504_YEL072W
intergenic*ARS504_YEL072W	YEL072W
YEL072W	intergenic*YEL072W_YEL071W
intergenic*YEL072W_YEL071W	YEL071W
YEL071W	intergenic*YEL071W_YEL070W
intergenic*YEL071W_YEL070W	YEL070W
YEL070W	intergenic*YEL070W_YEL069C
intergenic*YEL070W_YEL069C	YEL069C
YEL069C	intergenic*YEL069C_YEL068C
intergenic*YEL069C_YEL068C	YEL068C
YEL068C	intergenic*YEL068C_YEL067C
intergenic*YEL068C_YEL067C	YEL067C
YEL067C	YEL066W
YEL066W	intergenic*YEL066W_YEL065W
intergenic*YEL066W_YEL065W	YEL065W
YEL065W	intergenic*YEL065W_YEL064C
intergenic*YEL065W_YEL064C	YEL064C
YEL064C	intergenic*YEL064C_YEL063C
intergenic*YEL064C_YEL063C	YEL063C
YEL063C	intergenic*YEL063C_YEL062W
intergenic*YEL063C_YEL062W	YEL062W
YEL062W	intergenic*YEL062W_YEL061C
intergenic*YEL062W_YEL061C	YEL061C
YEL061C	intergenic*YEL061C_YEL060C
intergenic*YEL061C_YEL060C	YEL060C
YEL060C	intergenic*YEL060C_YEL059C-A
intergenic*YEL060C_YEL059C-A	YEL059C-A
YEL059C-A	intergenic*YEL059C-A_YEL059W
intergenic*YEL059C-A_YEL059W	YEL059W
YEL059W	intergenic*YEL059W_YEL058W
intergenic*YEL059W_YEL058W	YEL058W
YEL058W	intergenic*YEL058W_YEL057C
intergenic*YEL058W_YEL057C	YEL057C
YEL057C	intergenic*YEL057C_YEL056W
intergenic*YEL057C_YEL056W	YEL056W
YEL056W	intergenic*YEL056W_YEL055C
intergenic*YEL056W_YEL055C	YEL055C
YEL055C	intergenic*YEL055C_snR80
intergenic*YEL055C_snR80	snR80
snR80	intergenic*snR80_YEL054C
intergenic*snR80_YEL054C	YEL054C
YEL054C	YEL053W-A
YEL053W-A	intergenic*YEL053W-A_YEL053C
intergenic*YEL053W-A_YEL053C	YEL053C
YEL053C	intergenic*YEL053C_YEL052W
intergenic*YEL053C_YEL052W	YEL052W
YEL052W	intergenic*YEL052W_YEL051W
intergenic*YEL052W_YEL051W	YEL051W
YEL051W	intergenic*YEL051W_ARS507
intergenic*YEL051W_ARS507	ARS507
ARS507	intergenic*ARS507_YEL050W-A
intergenic*ARS507_YEL050W-A	YEL050W-A
YEL050W-A	YEL050C
YEL050C	intergenic*YEL050C_snR67
intergenic*YEL050C_snR67	snR67
snR67	intergenic*snR67_snR53
intergenic*snR67_snR53	snR53
snR53	intergenic*snR53_tG(GCC)E
intergenic*snR53_tG(GCC)E	tG(GCC)E
tG(GCC)E	intergenic*tG(GCC)E_YELWdelta1
intergenic*tG(GCC)E_YELWdelta1	YELWdelta1
YELWdelta1	YELWdelta2
YELWdelta2	intergenic*YELWdelta1_YEL049W
intergenic*YELWdelta1_YEL049W	YEL049W
YEL049W	intergenic*YEL049W_YEL048C
intergenic*YEL049W_YEL048C	YEL048C
YEL048C	intergenic*YEL048C_YEL047C
intergenic*YEL048C_YEL047C	YEL047C
YEL047C	intergenic*YEL047C_YEL046C
intergenic*YEL047C_YEL046C	YEL046C
YEL046C	intergenic*YEL046C_YEL045C
intergenic*YEL046C_YEL045C	YEL045C
YEL045C	intergenic*YEL045C_YEL044W
intergenic*YEL045C_YEL044W	YEL044W
YEL044W	intergenic*YEL044W_YEL043W
intergenic*YEL044W_YEL043W	YEL043W
YEL043W	intergenic*YEL043W_YEL042W
intergenic*YEL043W_YEL042W	YEL042W
YEL042W	intergenic*YEL042W_YEL041W
intergenic*YEL042W_YEL041W	YEL041W
YEL041W	intergenic*YEL041W_YEL040W
intergenic*YEL041W_YEL040W	YEL040W
YEL040W	intergenic*YEL040W_YEL039C
intergenic*YEL040W_YEL039C	YEL039C
YEL039C	intergenic*YEL039C_YEL038W
intergenic*YEL039C_YEL038W	YEL038W
YEL038W	intergenic*YEL038W_YEL037C
intergenic*YEL038W_YEL037C	YEL037C
YEL037C	intergenic*YEL037C_YEL036C
intergenic*YEL037C_YEL036C	YEL036C
YEL036C	intergenic*YEL036C_YEL035C
intergenic*YEL036C_YEL035C	YEL035C
